1698106885925|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129842399|0|statement|connection 3|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698129843428|6|statement|connection 4|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843456|0|statement|connection 4|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843484|0|rollback|connection 4|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f||
1698129843489|0|statement|connection 5|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843490|0|statement|connection 5|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843493|0|statement|connection 5|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843494|0|statement|connection 5|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843495|0|statement|connection 5|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843497|0|rollback|connection 5|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f||
1698129843500|0|statement|connection 6|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843500|0|statement|connection 6|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843500|0|statement|connection 6|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843501|0|statement|connection 6|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843501|0|statement|connection 6|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|call next value for hibernate_sequence|call next value for hibernate_sequence
1698129843502|0|rollback|connection 6|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f||
1698129843509|1|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698129843510|0|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698129843510|0|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698129843510|0|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698129843511|0|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698129843512|0|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698129843512|0|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698129843512|0|statement|connection 7|url jdbc:h2:mem:ee520acc-1117-462c-aa3d-68be91431e5f|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698132172835|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698132172837|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698132172837|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698132172838|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698132172839|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698132172840|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698132172841|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698132172841|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698132172843|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698132172844|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698132172845|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698132172846|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698132172847|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698132172847|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698132172848|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698132172849|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698132172851|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698132172853|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698132172854|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698132172855|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698132172856|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698132172857|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698132172858|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698132172859|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698132383855|1|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698132383856|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698132383856|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698132383857|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698132383858|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698132383859|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698132383859|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698132383860|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/jpashop|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698132383860|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698132383861|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698132383862|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698132383862|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698132383864|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698132383864|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698132383865|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698132383866|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
